[2026-04-22T10:25:23.223Z] GET http://localhost:8787/styles/app.css → 200 (6ms, 128524B)
[2026-04-22T10:25:23.224Z] GET http://localhost:8787/src/bundles/home.bundle.js → 200 (15ms, 174013B)
[2026-04-22T10:25:23.224Z] GET http://localhost:8787/src/main.js → 200 (13ms, 51874B)
[2026-04-22T10:25:23.237Z] GET https://fonts.gstatic.com/s/fraunces/v38/6NU78FyLNQOQZAnv9bYEvDiIdE9Ea92uemAk_WBq8U_9v0c2Wa0KxC9TeP2Xz5c.woff2 → 200 (?ms, ?B)
[2026-04-22T10:25:23.237Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, ?B)
[2026-04-22T10:25:23.242Z] GET http://localhost:8787/src/platform/core/store.js → 200 (5ms, 15011B)
[2026-04-22T10:25:23.242Z] GET http://localhost:8787/src/platform/core/local-review-profile.js → 200 (7ms, 4910B)
[2026-04-22T10:25:23.242Z] GET http://localhost:8787/src/platform/core/subject-registry.js → 200 (13ms, 747B)
[2026-04-22T10:25:23.242Z] GET http://localhost:8787/src/platform/ui/render.js → 200 (14ms, 73204B)
[2026-04-22T10:25:23.242Z] GET http://localhost:8787/src/platform/core/utils.js → 200 (14ms, 1644B)
[2026-04-22T10:25:23.242Z] GET http://localhost:8787/src/platform/core/dom-actions.js → 200 (14ms, 275B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/platform/access/roles.js → 200 (12ms, 2125B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/platform/hubs/admin-read-model.js → 200 (13ms, 6435B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/platform/hubs/api.js → 200 (18ms, 2491B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/platform/hubs/parent-read-model.js → 200 (18ms, 4971B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/platform/hubs/shell-access.js → 200 (18ms, 4194B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/platform/core/repositories/index.js → 200 (17ms, 1036B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/platform/core/subject-runtime.js → 200 (21ms, 3003B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/platform/events/index.js → 200 (20ms, 114B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/subjects/spelling/tts.js → 200 (21ms, 4084B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/subjects/spelling/service.js → 200 (27ms, 26797B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/subjects/spelling/repository.js → 200 (26ms, 6106B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/subjects/spelling/content/repository.js → 200 (27ms, 4241B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/subjects/spelling/content/service.js → 200 (32ms, 2825B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/subjects/spelling/event-hooks.js → 200 (33ms, 892B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/subjects/spelling/auto-advance.js → 200 (33ms, 2887B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/subjects/spelling/shortcuts.js → 200 (36ms, 1997B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/platform/game/monster-celebrations.js → 200 (36ms, 3365B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/platform/game/monster-system.js → 200 (36ms, 8127B)
[2026-04-22T10:25:23.243Z] GET http://localhost:8787/src/platform/core/data-transfer.js → 200 (39ms, 14340B)
[2026-04-22T10:25:23.247Z] GET http://localhost:8787/src/platform/core/subject-contract.js → 200 (35ms, 1979B)
[2026-04-22T10:25:23.249Z] GET http://localhost:8787/src/subjects/spelling/data/word-data.js → 200 (45ms, 501449B)
[2026-04-22T10:25:23.255Z] GET http://localhost:8787/src/subjects/spelling/module.js → 200 (33ms, 48717B)
[2026-04-22T10:25:23.255Z] GET http://localhost:8787/src/subjects/placeholders/index.js → 200 (31ms, 1306B)
[2026-04-22T10:25:23.257Z] GET http://localhost:8787/src/platform/game/monsters.js → 200 (29ms, 2477B)
[2026-04-22T10:25:23.257Z] GET http://localhost:8787/src/subjects/spelling/content/model.js → 200 (45ms, 22118B)
[2026-04-22T10:25:23.261Z] GET http://localhost:8787/src/platform/core/repositories/contract.js → 200 (41ms, 1429B)
[2026-04-22T10:25:23.261Z] GET http://localhost:8787/src/platform/core/repositories/local.js → 200 (41ms, 16325B)
[2026-04-22T10:25:23.261Z] GET http://localhost:8787/src/platform/core/repositories/api.js → 200 (42ms, 53003B)
[2026-04-22T10:25:23.261Z] GET http://localhost:8787/src/platform/core/repositories/helpers.js → 200 (41ms, 10693B)
[2026-04-22T10:25:23.261Z] GET http://localhost:8787/src/platform/core/repositories/persistence.js → 200 (42ms, 4832B)
[2026-04-22T10:25:23.261Z] GET http://localhost:8787/src/platform/core/repositories/auth-session.js → 200 (47ms, 1809B)
[2026-04-22T10:25:23.261Z] GET http://localhost:8787/src/subjects/spelling/read-model.js → 200 (47ms, 12103B)
[2026-04-22T10:25:23.264Z] GET http://localhost:8787/src/platform/events/runtime.js → 200 (48ms, 2484B)
[2026-04-22T10:25:23.264Z] GET http://localhost:8787/src/platform/events/streaks.js → 200 (51ms, 2891B)
[2026-04-22T10:25:23.270Z] GET http://localhost:8787/src/subjects/spelling/engine/legacy-engine.js → 200 (46ms, 38690B)
[2026-04-22T10:25:23.270Z] GET http://localhost:8787/src/subjects/spelling/events.js → 200 (42ms, 3469B)
[2026-04-22T10:25:23.270Z] GET http://localhost:8787/src/subjects/spelling/service-contract.js → 200 (46ms, 5410B)
[2026-04-22T10:25:23.270Z] GET http://localhost:8787/src/subjects/spelling/data/content-data.js → 200 (71ms, 3112137B)
[2026-04-22T10:25:23.286Z] GET http://localhost:8787/src/subjects/placeholders/module-factory.js → 200 (55ms, 3536B)
[2026-04-22T10:25:23.288Z] GET http://localhost:8787/src/surfaces/home/data.js → 200 (53ms, 24047B)
[2026-04-22T10:25:23.288Z] GET http://localhost:8787/src/subjects/spelling/session-ui.js → 200 (53ms, 2543B)
[2026-04-22T10:25:23.443Z] GET http://localhost:8787/assets/monsters/phaeton/b1/phaeton-b1-0.320.webp → 200 (?ms, ?B)
[2026-04-22T10:25:23.443Z] GET http://localhost:8787/assets/monsters/glimmerbug/b2/glimmerbug-b2-0.320.webp → 200 (?ms, ?B)
[2026-04-22T10:25:23.443Z] GET http://localhost:8787/assets/monsters/inklet/b1/inklet-b1-0.320.webp → 200 (?ms, ?B)
[2026-04-22T10:25:23.443Z] GET http://localhost:8787/assets/regions/the-scribe-downs/the-scribe-downs-bg-a1.640.webp → pending (?ms, ?B)
[2026-04-22T10:25:23.443Z] GET http://localhost:8787/assets/regions/the-scribe-downs/the-scribe-downs-bg-b3.1280.webp → 200 (?ms, ?B)
